equation_form,equation_id
10^(a+b*(log10(DBH^c))),4395b40eb0ffe58f2880362b34508ed5
exp(a+b*ln(DBH)),a22cedfb55decd0cba2be2e2d487d2eb
10^(a+b*(log10(DBH))),e328920b5a80f1eaf86d45d55f75ec5d
a*(DBH^b),1346d0eb3d360b70dfe9a967916eb68f
exp(a+b*DBH+c*(ln(DBH))),73a18173297bee3a1951585316e821c1
a+(b*DBH)+c*(DBH^d),07632648016c83efba60fadd06e791c9
a*(DBA^b),64d4129507cc4c4fb8f290e16ef537f1
a*(DBH^2)^b,d2cc5c010dfbd14561bf29987d0e4bd3
a+(b*DBH),a9d9e0d232d5e94ed459949a70f6e7b0
exp(a+(b*ln(DBH)))*645.704*1.05,2bac6024825c325e5017335a07061f42
exp(a+b*ln(DBA)),bd61471bc7962fe08f341f04214652be
a+b*BA,5eeebf30db26ed5eceb4b6b8d97f2a48
exp(a+(b*ln(DBH)))*419.814*1.22,d540aaf3fa757c11c5b5d7324fb34860
a+(b*DBH)+c*(DBH^2)+d*(DBH^3),54f984eeefa9f62eaf433ddeb982e56a
10^(a*DBH^b),60aba2a3a764bf6358626768e2977ea2
exp(a+(b*(ln(pi*DBH)))),b756830e74d133229810e0e8aee8be7f
exp(a+b*(DBH/(DBH+c))),8044c639874ebebb122e1c831655dd9e
NA,c3acee221456366050a5a507da69156f
NA,78c7a2ec0d0b9d3e11e895c40b5a2dc8
NA,810d47ce36a7ee0e156dab354aa06692
NA,8dba80b77cda65e0ad6c8d67959be8d7
NA,35244dee9172fb771b14a3c6f193182b
NA,4d5ee49fad83d49b45df2d9f36ca5709
NA,7967c4004f2b9b133268c13cc0d0f7b1
NA,f8a62f8c0cd29f3b13c7c48018328db0
NA,a38d48ac1c8cc9c9a2c34030bd2af9d8
NA,cb8b9df62ec0f8ad68812982f6bd4795
NA,30464b7fe0aa060b931fb62e7b64fa8b
NA,6947db3a18153bcda3afa63d809c5918
NA,262cd9bbc50249e99f97f9d7119dcf11
NA,2e158fe4de188ae4bf65e7f588ef1cbb
NA,2380580a1c638344092e7fee2506c558
NA,baa9c84aac93fd90bc54e8cf56a759df
NA,efa13aa19d599af5eae696a760215b0e
NA,b208b179da20cc23da1afc764135be6d
NA,4b1aef0d80bbd56fbd3d7f4c3c592f7a
NA,b4f91e8516df9a198809a146585219c0
NA,6201b77b2146847e2fac7b506fd63da8
NA,673214391e461024cb6bc8a9b25c1a07
NA,e0dde5d79dbfb06105d4027a6b9cd205
NA,d856b1560c3e10cf09ed388852faac9c
NA,00d217c8e58c595b7f6d6c78c9e0cffc
NA,fd123f25c8ff4c31708e3613bae54246
NA,1d89de425f1b39410e32d68b09db09e9
NA,6dd4490531e0ab0197e693213c1ec7b4
NA,ea463f07db9086b337139cea4a27097f
NA,4477dc7b76d5eb4dad08f00af0b9eb3d
NA,1fc22ef8fbb14e3dc7274163f58d6c07
NA,51fb315c243428743f79fa142f0d848e
NA,1518c9e6e8c34b25340854fa37dfb94c
NA,b93f8f68853fca9bbf0742a550cacf1c
NA,33041a91f2254a46ff8c063d2e3f0dfc
NA,d35b3f416e192e2276a1f6e530f23334
NA,82c9ec159f8ac4b7cebfaf462a49da4b
NA,f0d716aafff1180e04b0ca5b4b04f6b8
NA,09c7efd6c915940232065a4e58b53f85
NA,fe3efce490ad29954f1faf4e9abdb2f7
NA,55633a5e1581250f0bc63ba8d79a2976
NA,e2354eaad48bd30f98270d165de7a27e
NA,cffba8d5944949e1d33f605fede02bd6
NA,9c5d68eefd3ecd227fde84d37e3791b9
NA,ae0f222d4d972598a4dfdef88bddc117
NA,674fdc323256375827e90bc8757d88f2
NA,1971c4f7c56906c1d835f6d2d46081bf
NA,7548f7c441c04d60ecb2b98e42a94c5b
NA,9afbfecbfa99d8f2aa432599c70c9598
NA,e318deb6a48a05e877c112a3389df777
NA,11c36a12b538d68a73acfa8cc75654d7
NA,558207b5fefac2233a53ac8111971ad0
NA,18c626e9f2e1ee543346e1986e9a1c63
NA,5bf3b3503025819f7d4e112499542537
NA,3b8f126a9b311da44ae2af7720666cd7
NA,990d667a4f8c966a388a391d3a65ba35
NA,c9b3ff9061b26b02e4af0dcb33c535fd
NA,ccd61e870403e927ee36080bb79807a6
NA,ab84e933aa14f232b264646885231207
NA,6f700d0599a42798d3afb26c1a529594
NA,833b07f474f9c736609d430b23b544d0
NA,cb6ff0358b79ba3b615706c264480c11
NA,bdaa23b778db863747e5a87afb797582
NA,37251a466d4b7595c16709fd297f90d9
NA,0b6391b5c7f0bfdc4f8485b39519f3d0
NA,5596f0d4c2af4f2eb67914e889913e8f
NA,8275ba3c2c9c6e40b172f283c983c125
NA,7694bc9fc1f89441f33744aae65bc3fb
NA,57e2cb0e093caeb1a12dc67c286405ef
NA,9c997284baf851b226a77e02ba504c8b
NA,d7ff44b91e74265b8dd48dbd47c2cc08
NA,e9a615d29ef293bd933da5007c3a5643
NA,755cd1aa114f1f94aae99316ade4a44c
NA,5b8ca8aa84a2d412694648eb8a7769e5
NA,968e71318e8ec026c179b4ece4c1efcd
NA,fe371f7368fb43033c0294608e32efa0
NA,728f6eda166ab416d1d20c183f321ee6
NA,4ddce30d2ba0f7ed559b4039b2742e36
NA,e487c456e823a78854d7518871e8202c
NA,2d47c9588d6f75ff9f262a940c947de8
NA,4e8ecb2181fb759230d43a1e508ef71b
NA,198ae012c720ce0171a90316a42e0ca1
NA,81632def13c4d1f9d91ddc9ce8c7d559
NA,342c0553e732c503106d74f2bfbd648a
NA,64334e2ff8c92e0a19d1d8d99463831c
NA,8cfb637b999dacfec9406fa206ee9b20
NA,8edcfe762c8c5ef14aff349cfe115658
NA,987ee0d2e66a883c17e2f4ea8fffe813
NA,00b784c27692a15a64065f0bfd3c0e89
NA,f22c19d84669453f2aef60963fd4d274
NA,1c02fd6068ed5df62538f62f6b03fec9
NA,963a27b73830ddd9fffc1b71b07e08cb
NA,f6fa9e7e8c3b54882b85c600aebf3404
NA,d3d8ff53688b34ae01c2bd851e4be7ab
NA,1236e9cdee9ff957787de1be37ffb250
NA,43dd3ba53092ae0f0e99d777fea7986b
NA,c279ea777cca5b32feb3f1995473e339
NA,fcb41572715b024d4ec6684efc57e431
NA,4ef8dbb3e21b1d2cd9bbbefa460f5fc7
NA,d230a6098edebd288b73e5122c0814c0
NA,06c55cf7b1d0a482c16e97384ea671e1
NA,d1f0d87c544c30ddd4860251e07c06e7
NA,a86a9916016c23f55a1766209ffe0bdb
NA,08d1876517db98964598970af81b55e6
NA,1f688c04f271332c63fb034e328e872a
NA,4d918e90964998e9d9af441ee1096efa
NA,c02e58f680dba35b6f5c3563d61f061d
NA,1b0b25804c19096f8d7758b0257ff292
NA,63e12fb98849179fda1da9571c6c0f48
NA,76923b1d6cbbcc18bb06f8207208c0ea
NA,581dbb6a29d902ee0d8b2e50e53b43b5
NA,8df6fc99e82938c4f248fe64abd0a8a0
NA,cd3d98c7d61848f229e6ddf445957afd
NA,f30a4a9e420fb892a158e40ff8deaa65
NA,285b4c6fde77ec908e30910968604714
NA,9e3362cf0b220522d233cf298ca7cbed
NA,b8684482c9c51153683994e6480e7b27
NA,caa8c9c8bd67775820826656a9228f36
NA,3d391f946a2cc4844e7abf1dacb7afa6
NA,aab29ecb3ae9ad2a710e150012bbd3dd
NA,119a544a34e9d09195c310a6275c5d13
NA,551a8d0c3acd5073d9e589df4c337bfd
NA,1f41cb97ce2d23db3d3dc627ff2ced36
NA,629eadd5a117ef7f62b91dac7c27da8b
NA,ffe1a5d57284e70325201a2939d69f08
NA,7202e6f1ba517b93f3713d29e9905614
NA,8c3bbbb670dca84386d54f5e19602eb7
NA,fe035b9307b6d966f5f4631edf922ece
NA,4599e38eef360783f35f18f88915b188
NA,e4f65c097e86bab482a681ad30107858
NA,737882694d1bb3d500293bfec1154f2c
NA,d8362e1c65df565bff92ce70ea117a22
NA,64bccaf032407a3184d5fafbe5f2c249
NA,5566cbb43a55344c88c3d30cf1c69038
NA,0cd8367f263b3849389a155d3d975f82
NA,ff090ddfe72c87107d3570c7c3ae3603
NA,247608c5581422438f26e6d75c9cf5a2
NA,e21c3cff4a329a5e85be16a1dcf4b45a
NA,5bb7a4bf66251de38af4a7aa8331cc61
NA,65100fd5dc57449012a959b1d282697f
NA,61803efa482d2758411844d60515ae68
NA,9c418634108ea0091068b127c87e2336
NA,be585da08f4ef9e312f2ca48f2b52b46
NA,c4e6e79e6e6f7eecc9a5e3ae7d524594
NA,3b68492043fd1dcf0b2254c7fe51ca96
NA,393c6d73f53e05ca4bfec96f13878759
NA,a8814291977acde7fbb96603172cb57c
NA,6b7139ef33c2cb48d026fc374c3d2902
NA,3024bf6d4181bcaa31fc1342192c1854
NA,c51b8c5656d8dbde78b2067aaf361dcf
NA,f1851b71d4d0c134b6d07374e05bded9
NA,a9b442754043e6b3671d9f01f7c14ef7
NA,d7e9e06f9bd028f9d2301545bf50552a
NA,e462b4ea6ae6e4a99cddb0084da834c4
NA,013f7b0ffd423ce1e0930032de1618fd
NA,bc85527ccd7e1e29249f9133c394c10b
NA,b926f2fc6582ae6a8c2e020a9c213387
NA,c65e49f367697c99136b78ce7c8ebcff
NA,5e08f4d408975eb1c0c6de746b46a65f
NA,0016af314b1f9156ec817107cc0a62af
NA,5a43b712bbedc1d5b297fb725167a086
NA,4748baa16b88c1363dee30fe7543af6b
NA,86e6a76f18b23f67f26248f5ecac5d2a
NA,8a24c27081f90349c3d8cbbfa1672e17
NA,a30546164a55d08b74a330c5135d69cc
NA,d97d677140c111a3069c07e1517225c4
NA,1574d6e47b134dc3be79608d894d1c66
NA,36a67171f9a07a1170246de9d446cf25
NA,9a604f5dc527776b58331ee07dde2c1d
NA,90ac1dddf635a0fb7725a4fbc2d369ac
NA,311e47803746abfd6698b7be59955bce
NA,d0de783da5dc741add18e67b41c63608
NA,d3fedfea69d168d215a21741a577a8cf
NA,a66868cd3c1ee7775ddbd7907e592f83
NA,cb6ed7b4ffb29c8d588b7be2d8787e9e
NA,8ca633b0ab4b5a3d2c12cc42e2e1d35b
NA,814756919dae0032d97a6abebb04de67
NA,f43b9f17ac0d754a93461f1496874889
NA,3ea9db2ba178243e911f10493e420de5
NA,b62b3cec4e99afe14dbc80741660bf81
NA,66f6578ed88c0112b8baa989a2622dd3
NA,6b86700eecf1dc3b7ac21ec6040b1497
NA,d99c2887dc0929c0883aecf7c88bcd5d
NA,e54b0be3499eabdc6cc3921368df4ddd
NA,3017a7c81503846887f3edd312488417
NA,0045b8b1cc753f942d6f3fc1c3b6e6a2
NA,c1cfd6a5fc9ab73c1b81b7e9cc0166bd
NA,45a335935148848fd433988c6cf25d5d
NA,2f129b211df64b8657097848b1c9e344
NA,403632860b13ec52a245b5fbc98e8237
NA,6bb16ed65e8b8f0f96d036fd2315185d
NA,b7e074170d368fdaa1b12c2f670c6192
NA,0013ccbd3ad457b04f0c42126105efef
NA,20801b09024a96b36ebb885207adf51c
NA,2ea806a1ebdb783868de18763c1a6546
NA,353bd7d841c22e436d69442aeb3695a9
NA,db2adb84ff2bc5b09c383214435ac4fd
NA,bf664d886f230ac5eba2534154d6e2a1
NA,c7ec36420b67ee58ba97d3259e2f7a54
NA,8b07d31cd126478281b20d5bb0fe49c8
NA,c68b953431721da2b685228919429607
NA,9d58e59fe5a3732cb7f5fb207ef11990
NA,1a1fb6803fa4f16e8a79e5fe34809602
NA,69395874b76ac8ed49c7173f7bb0fea6
NA,25efbe0f626721ab71f1a9472a8758bc
NA,a4f88246b0d7b6248131136e46e26039
NA,ad87bb6c89714676a401fbf989402732
NA,bccd411221c2a32370b41f5e9cb70166
NA,ac03da2802aaffb56543250a297460b1
NA,6ee16ea6356fcecf931096163f2670f6
NA,f447dc26a50626ce6ca014618192e477
NA,d4751eb1fb51555b2d2e01c8d69bff09
NA,3ac29a1fd6ac8d75bd12fa505044398e
NA,8bce6290fbdb560b4f78a38a5ba26b3a
NA,ac98eba389f98f31825e5bbd24578c92
NA,0946ce1ab942e5d9f3875350fa673b9e
NA,f1fd8971741a7f2bd26d983c975fa96f
NA,ace097794fb587f8015cd0a37e66a455
NA,8da2451f73c647c2e299669bc008eb67
NA,40cbb9b3124f0fd40e59a73ef22e879c
NA,6bd26ee8f6ce356e136a3a0fe2d1bb8e
NA,81ba639feb6f7cdd058955a21034a2e8
NA,d98de1a645048000e9c79eae90e5b8e1
NA,8753d3e7267d85b70d6a4efa8045f279
NA,8c88c1b65b453345332e816ef5650aec
NA,8ea73968fb6d55829f551147eeee8631
NA,4f8a6eeee408704e44d0a8fdf7fd868a
NA,861a14d049f7b7f417998676a84ee5dc
NA,d931980b600ba66424cef88724f4e826
NA,5fc88d1f28608bd34b796891c1da8649
NA,ec9e747550f973f77477ae23a4f9b27f
NA,911733063230eec6f4dbffcc22256243
NA,7cf6f19d153a882b58569bcf1086ffe7
NA,12759562e920d5c403e0309561b8f27f
NA,d1590f2d6b6e3fed38eb1b37d5ff4172
NA,54adf51797e9d1ae3dee5ae9a774fa43
NA,47e39d058c0e13fca24ddde04e9807e7
NA,e88ce11dfb1ea3b305e8ef815d435813
NA,3121ee612ae321306cc4bdcfec1fc235
NA,e250deb00667223aa609de5bc21e67df
NA,58bd8379f2c7474a88b09045519bf207
NA,70abd49bfb34b3eb2ecad20a644361c5
NA,d963be42dc09f718af5551bfece936b8
NA,bda706d5a8d1307b8e30110aaa4b476b
NA,b95a03c3bed9b7bca45b6d8cecffe172
NA,73573b636cf1ce07d6b276c7ed861cb0
NA,83af74306be2004f7550ebf8a11a1507
NA,55e5defeac1b2c27e01ca0a15c53decf
NA,68a84e58a9c52be6e9723d910d44aab3
NA,1261b11cff36c3314a1a347d355e20b5
NA,04efce87d321c8b04b9bd08a587e8cf8
NA,5b4adfa873ac03f90369e8b569d74629
NA,184f1626a6b40fcf8a8d01d5b7a853cc
NA,04ce1aa26165bc9ecb2ab51a20f18d9a
NA,c760df61b24b6f3ff00b563e35d073ef
NA,475dd0772e160649bdbf8a8c6034052b
NA,23c1a13ce59eba64e3f1f0850966790d
NA,c441dd0626a433dbd5a21940200dd510
NA,5ef2f3379743a48db9a9b910d888f398
NA,e42e43572f43ad0805f369e768047d84
NA,6528cba186c5b7fac74a6d63fcca06a5
NA,4fec552ea506a867865f1a1c97f574aa
NA,198f2bbe91f6fd9f4323ff85f2c0cc81
NA,b9a9e749db200d76fb97a90f9b4b9db0
NA,f7df1aa62b3699bae332436d883a6fa5
NA,3cab9bfeaba7dea6930d736e1fb97f34
NA,0fa028932017e4c18554d9513ef7aa2f
NA,d4775bcba1ca4d53807ef2d06b7f3338
NA,e987fa6f38ee60bf014a5d0f844ecfed
NA,188125ab0660d7e79cf26de8143705f7
NA,f7531d4f4850e5c68f3f54150cd70b84
NA,6865596cc6d4b3b8ac58703cbaaa5946
NA,c28347ba86112b24fdc5fa67acdcc2d4
NA,dbbd4f585f6e203d6885400ec98a5303
NA,aec78ac33e5af1243ac980ad1d833395
NA,37a3277cfca9ebe1da2529504dd16eff
NA,15c0dd5c73e30acbf6220ab1f5da5e2d
NA,9b15660f4e7152b0d2ff937fe4954a1c
NA,1b2aa3f3eafa7403ecc2afeb864173f9
NA,7c218543abfa3a4fe48c97a1a37294c3
NA,439f2607085bde6d3f74c89d97b9138d
NA,adb9ce9d918edb785d4abf373c2c3bea
NA,f41b8dc67a7c4082b4e14d5dc4ef9af9
NA,35bb6e324bc0cb54ccd616defefc28ca
NA,632334b18c7d19e64d7a1f904af6acb3
NA,65e2854460e95b42ba7326f8f6bbb3ea
NA,a97de80f4f88f62883285f2b9b519f2c
NA,6e0fa71bf4c34996a35ff494436dca77
NA,9e1202d945b10c668e7ac8d90b562be4
NA,fd960a7890a0d1e04989176a2924a84e
NA,a3eac7f62bec823fe67b30296381061c
NA,3300edd206d9bf8e0374c566ee65e703
NA,c2c326300af46f90079518b38e60883b
NA,52a4f231ef76f0bd79ec0ec5490a7e46
NA,e13b82b9938228c6c9e011524cfafbd4
NA,e8924ca044622dbd849bb7b31c542ea7
NA,1e68f991e323f043e3435ad13417b0a0
NA,55aa5a38b84866f51583644eae315bdb
NA,d23e267b22184f9653655b14635b48da
NA,796d827e084f13fee487dcdc4fc44722
NA,6941bcfe5bf3024fbfd48b791f1f6012
NA,c69f8e10777528cb8e4691af8b9bdd8c
NA,43d246763ea243ea95906887b609d320
NA,de56388694040a6a002726cd43613c06
NA,8119ea308d9dc7d219a1f635ee4a2aa3
NA,3d7de5fb290f4d1fcf47600a309e2d95
NA,dbfc8a009bd08322cdfbdd1ec536cd99
NA,f643f5a3a37471819628cd2dcb7f3420
NA,36d121f785a9ce51deee15d36d07a7d9
NA,d26e00b2640d607a4438a787cf48f97d
NA,7dc7bdf51a070383fbd27f45fa850bbc
NA,80203976c342ebfc76c59e53fcb5b03b
NA,a875954c15999813578a4fe03d93d5bb
NA,12e7aaa2f3cb1e751bd57e907f2119ee
NA,9963143f3a790ad7df6d2f377576cd19
NA,e6d8858e2924d3f3b7b4008753cfb1cc
NA,6218f791e028de50017b47da93059924
NA,12c82c9ab0cdd73553449bb740ea55cd
NA,9d62275e9d91bcabd69ec9b3d36451bb
NA,9b250a2a5326e79b3364fd9d2b4666a3
NA,e8676c35c946ac86d82ec30de7526c1f
NA,946f90d560e8ae1f7226ffa229a160c1
NA,5bf394bf3413a867bd12c1b3bd193fde
NA,ab89e0964706a24c34b0e627ec9047bb
NA,c248b6c39ae3014bbf446ff924d7a0ac
NA,29b78adfe06d5fe8e48186ac15336d0d
NA,40a9a01b8c1601bce90ab3fa6adc049c
NA,0b83801839870404058ed1aa75248c0d
NA,fcd5e7ca0eee2a2fc2837234e9db171d
NA,7567996253b80581ec7116699cac59bf
NA,c4c6eb8bcd01bea3733344fc0f272d16
NA,6be9ff11ce7d4f29fc94e02cbb08dbed
NA,c4bc83dbfbabedd3fd41bf30e736699f
NA,e21b97e75adc22069ecdcca87161bd12
NA,218569cfacf6fb0e801a4a885dc8dc35
NA,de3c6b23242f44d8d11541331dc2d3d4
NA,ea2604ca19e00a3a1b8c129cdd9a49a6
NA,fe07c7dce2f7597f28b4d7eaa7fffaf7
NA,77e0bb294da50ffc82362b87c04c3ee6
NA,c766829ce518443dee5b63ec8b406080
NA,223e2a47c80c3e6a258bf2f79461266d
NA,cead6be358140c50a6b0514d7ca403fc
NA,6e948e10d0f17854dd7e6bc699dc6eba
NA,53b58d47c9f26c9ac28b8aa5c96b60d7
NA,5a78646306f135e72279b5253fb85b8e
NA,a63d353380f1bb041b387b5f4726cbdc
NA,27fd9dc03fdbc5e647a93bfc11e3d0fc
NA,af4a3e48ba5bdadfe7693b9fbc8d0704
NA,97a16716e0de067d20fc7897c11e0cf6
NA,02940b5cbd678545799e0ad35e1675a2
NA,d8eaf17d263989c9f72b8d0207d71772
NA,ecbc88a85d08e8c92b72da1dd86b52cc
NA,1920519103c16310e3ab281f71caca27
NA,f39ca436c505b4ffe0c7628fc7d5232e
NA,6d30e08abde4ba16e5809c1986760358
NA,2337882168d9c235e29223e097f23e24
NA,87b0c2c17ec38160012882d0070eea4e
NA,820461e1c4db999ec9e88e1f83f8195d
NA,2105b4aaa30bdef52abc170d77de071a
NA,056ed6274ec515f96132edb98a181400
NA,997b7b388b3dc261ceb5736d3215a72c
NA,1894be32d88445d34bc4582c86e3a935
NA,d159c0caa422954763fc32636bf2e2ef
NA,c461a07b179a585fff65388e44ed2aef
NA,d524c7d08c5f1bb82f984a1107788ede
NA,0a88a59bafe46c96ffaeff1e19563f9f
NA,49748c80ff027f4d63605f8007ab5d83
NA,3ede7aebb2dc0c85f152e023c641bc4c
NA,84296e2773eb94776d731b0e96c55ffd
NA,731659ba876e688a12746b59106906a1
NA,ecd1a6125789e76858476f9ec8a4a43e
NA,ac3d9bf5a79313f66807da10541e9bd1
NA,b349bfc5b04db7e8150eadc849db3960
NA,d2dfb3b580de40ea3453c7e124d1c214
NA,6a7dd06e130ae532b4e86d32baca0234
NA,4205047fe6c3161e02229476d1d1ee84
NA,9497d428b41238229e5d87064fa3aad6
NA,93a452fe99cb0b7e879e2d08bc38d69b
NA,5183e68fda7f6c690ea4cb9e5a2f2d3a
NA,116157dfd00d5b67cf4c95a0df1fc66b
NA,50332c33882e7e6180a750b8fc220ccc
NA,3f4826075b2634eee6b137b709a694c4
NA,2518d851d7ad1dca17fe730db9e81e8d
NA,2c37a782c4efe467fc3686a396d58609
NA,17bb513b3b94b5a04e7cf6b07424b7ad
NA,4a965a8f07f7e687d714184b0b803f45
NA,648abea963cbf6fef301c4e8c88d1448
NA,652d997295373b6cd8082a3753f5b30e
NA,067c8d655484ea3c4e4e9ce7062b5cb7
NA,12a2025cdd3717d9a9d17971956c3e1c
NA,700d73ca363c80535f1f0165966f6c78
NA,2247342e61b48c2376cedb17475525a3
NA,103a890962c0128b9825c6720e44b281
NA,7bd666c9d58c7f74b5d9d708f34a985d
NA,1ccdb1bba3f6f2a9fb84fb979c7f6dd4
NA,e5e845dff1f9795afd9f55a9062c5ad1
NA,881f0208ae16784433a5ed1998d67854
NA,94080d7f9594a79e40276168f54e8897
NA,e4b79af67a0aeca8b102b493e73574d1
NA,683807eb4c664bf864ba6677b5f4e703
NA,109ab683f98b8ba045fdbae5b185d112
NA,3c717f17a7e8926383f5332b6f0378ec
NA,583fb2978b31501585cf0746df9514ee
NA,61b53acb07c0890d50db9cd217e7551e
NA,4f1cd7f67ab45fe12d669dab1cb08e42
NA,dcca3978915f13bf10efcfbe4567030b
NA,075cf509230131a74c70094e347d9722
NA,ec9b5be3a73ba8cf829385286cb18e00
NA,7da8dc395e30640258f8c001b34264e1
NA,67a61a1d1bf85507e32497618bae3692
NA,241cffa129a72180053c4754ab9655f9
NA,d8dc2d675fa3e372778042060b587482
NA,c7a83e3f0d2e85f666da749bd3d98c6e
NA,cb630923073b2147f721ab041a6024b7
NA,3114039cd026eee14ff75b8f1d00f6ce
NA,34c4d7f79c6c4529db3ec094007b11ec
NA,67378782fa825f1e5c256b138401795b
NA,7ff1c51f74b4defa2633d1f31e577e08
NA,dea78f3342f1c65f0c7070b326680ac7
NA,94faae8e82733c54be79debb55db41ff
NA,9a9bd96f045f8d7c6fd02158c1f649f0
NA,fec2cf819a9163bfb64872ef9c9dcbb5
NA,026b41bdec649cfe2322ff6c72270a8d
NA,df16c02ab36cc558e2579fc7b1184c9d
NA,a14b12693191486bc8b09f4443e6ee57
NA,58fadb2e6c01cfe8eea34aa7379126fe
NA,98f92f7bfb711adbc7e9e66cb5edf4e0
NA,c7f877ceefc29b166f1a214c20ec86ab
NA,a84885776a98ba6d7c8371e85b7898e6
NA,ab4e4def39a23b9c1274db97ea91a5bf
NA,f12762245f003f9c3fa7c918b414aac7
NA,240155a6a337e6bcd105c9016dcc4afc
NA,142eb4cff6be4c1b0ca459542d6fd771
NA,44abee24e6c027e017ebc4885f557714
NA,97006dba7092ec509efdfb988ebddf1e
NA,cf485c71acd43eebb0794a7318e4546d
NA,04081cf72ffe922e41d0e2a91bf7abc6
NA,748d07aeabc95faba060c11ac6345171
NA,57da3e562ff0d086f0a8f007f0dabcc6
NA,c457976d93e834908ceecac7396eff9f
NA,1043e201782d4edc03d5c5d2cd960230
NA,582bdc61006e2a96215a61b898778626
NA,fc7f2705d0ed5fefe24053f56d75c14e
NA,801445d624fa4cacde97eb9da9eece61
NA,f7e7e9e8f65097e5fa88487a231ac204
NA,ab9190459591f64669f9c3aff1d1aad2
NA,cad7c8b97c59fa6568ada6903c321ab1
NA,448bfa2d276bfcc85d7b60aae0bb0b5f
NA,bfa9647abd67c54fa41c977d9a8195b0
NA,153fde59893cca8e1bce6e099432066f
NA,8136037fc903c22a23ddc29bb1ce21d0
NA,99a8bf3c5b86fa36ed2daec657f3e33b
NA,2371949a234ead4fd4722d6ddbccd71c
NA,f858cccc8ba58fa587557f281f843a47
NA,5034b2e991b4de1d62950b666d24c919
NA,1a1829d96d487b10aba5167feae0c5dd
NA,b273076c84bc49f7595984176d816cc0
NA,05f7fecdacdb26ba934709ed544d16a2
NA,f70d485516658ec1dc8baeac5fa66a44
NA,b3b7aa49ed810cf715ccc54ec20a2ffa
NA,ba76f41c894a4a7122ce55fc519062d7
NA,7af0f650f9d26889d38c077f0d8fac19
NA,b9b1abef54806f1d3d2158a58ff5fe4b
NA,c657a919a8dc8fd64d718d1a5bad9871
NA,26541da602529394bf879924620c7fa2
NA,2cd3bff2485fec3263215a18017104cb
NA,92a1f9fcf062107c3033734ce86b73c4
NA,48f49bb73cd4f828a20c2dd0158c9530
NA,d8bf0d32139c8480ac9c962794422d88
NA,2f9d3c4b665b72040bb632ace35ae3a0
NA,705b3a3890c9d76f7734cc99f5cee9a2
NA,11a8052594f56d1a0024a2b9b283ca36
NA,6d6df0eb273112f11c7be511870877f0
NA,1ee1f587db31d1b4f51f2d672cd1688c
NA,8c7ceb2a622dcb3d9f5f3e00e796c6e5
NA,5b07d97916a24f8bcc67b35384f38c12
NA,0612a11b93b3ad847972943ffcfa1995
NA,48c578b983df426006af5a69a1d242ef
NA,e864a0473314575c0210fafd93053fb5
NA,3c3a7d98cf6fe55b276a22bab5208c36
